acousticness,artists,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,popularity,speechiness,tempo,valence,year,Song,Weeks on Chart,Average Previous Week Position,Week Position
0.8340000000000001,commodores,0.487,398507,0.094,0.000224,8,0.172,-19.555,62,0.0274,74.857,0.0788,1978,three times a lady,20,84.0,180.0
0.184,gino vannelli,0.581,218307,0.5479999999999999,0.00165,9,0.163,-13.448,55,0.0325,139.149,0.672,1978,i just wanna stop,21,71.0,175.0
0.5489999999999999,the doobie brothers,0.735,206973,0.276,0.000201,0,0.1,-18.071,53,0.044,142.97899999999996,0.966,1978,minute by minute,14,68.0,156.0
0.011,tom petty and the heartbreakers,0.518,144173,0.919,0.181,4,0.196,-4.721,52,0.0285,154.097,0.752,1978,i need to know,10,44.0,107.0
0.13,bonnie tyler,0.555,212000,0.487,0.000868,0,0.1689999999999999,-11.765999999999998,53,0.0317,118.913,0.5529999999999999,1978,its a heartache,21,75.0,176.0
0.745,conway twitty,0.354,145867,0.276,1.35e-06,0,0.11,-14.999,52,0.0295,82.787,0.4270000000000001,1978,hello darlin,8,27.0,73.0
0.605,david gates,0.467,168867,0.255,0.00031,8,0.273,-15.963,59,0.0372,120.174,0.243,1978,goodbye girl,24,55.0,155.0
0.00113,jay ferguson,0.4970000000000001,240693,0.718,0.0606,0,0.544,-7.744,51,0.0275,127.79,0.792,1978,thunder island,21,64.0,165.0
0.349,walter egan,0.7190000000000001,204760,0.395,5.07e-05,1,0.0716,-9.581,50,0.0335,113.036,0.718,1978,magnet and steel,22,62.0,167.0
0.0519,toto,0.799,247587,0.7829999999999999,0.0213,11,0.127,-7.7029999999999985,60,0.0847,97.207,0.918,1978,georgy porgy,10,34.0,95.0
0.431,anne murray,0.4970000000000001,220267,0.296,0.0,9,0.106,-10.755999999999998,59,0.0302,62.20399999999999,0.171,1978,you needed me,26,69.0,180.0
0.0029,poco,0.639,294533,0.417,0.000218,6,0.0821,-15.345,50,0.0265,98.818,0.778,1978,heart of the night,14,58.0,145.0
0.857,peaches  herb,0.561,345240,0.501,0.0106,5,0.135,-9.544,57,0.0266,75.68,0.339,1978,reunited,23,70.0,180.0
0.357,al stewart,0.6940000000000001,403040,0.649,0.00258,3,0.0868,-7.176,49,0.0281,111.98,0.603,1978,time passages,18,72.0,169.0
0.201,the pointer sisters,0.65,210640,0.615,0.00235,1,0.0805,-9.332,57,0.0342,118.294,0.637,1978,fire,23,75.0,178.0
0.259,jefferson starship,0.552,194893,0.325,1.27e-05,9,0.453,-14.908,50,0.0284,111.937,0.736,1978,count on me,14,77.0,167.0
0.228,robert palmer,0.573,198147,0.545,0.000169,6,0.0466,-12.636,59,0.0436,94.404,0.95,1978,every kinda people,18,60.0,153.0
0.407,teddy pendergrass,0.542,325493,0.499,0.0005,5,0.0771,-10.423,50,0.0671,178.28099999999995,0.655,1978,close the door,13,55.0,136.0
0.00125,journey,0.252,208467,0.703,7.26e-05,9,0.266,-10.156,49,0.0429,144.994,0.61,1978,anytime,4,16.0,31.0
0.0523,village people,0.745,314800,0.593,0.0,5,0.5820000000000001,-12.33,49,0.0439,132.89700000000002,0.888,1978,macho man,15,51.0,136.0
0.0127,heart,0.765,307973,0.416,0.00484,11,0.0742,-15.527,49,0.0675,117.375,0.932,1978,straight on,18,61.0,155.0
0.0543,heatwave,0.7120000000000001,262507,0.757,0.000405,2,0.201,-10.045,48,0.0352,120.165,0.7290000000000001,1978,the groove line,17,73.0,169.0
0.45,jimmy buffett,0.696,256960,0.486,0.00389,2,0.113,-13.771,46,0.0322,121.437,0.913,1978,maana,6,9.0,29.0
0.159,nicolette larson,0.6459999999999999,191773,0.406,0.00114,5,0.27,-15.616,51,0.0264,113.708,0.895,1978,lotta love,19,74.0,167.0
0.166,andrew gold,0.695,280760,0.568,0.0,3,0.125,-13.572,50,0.0294,111.887,0.7859999999999999,1978,thank you for being a friend,15,57.0,136.0
0.228,prince,0.904,185173,0.463,4.05e-05,6,0.391,-11.552,51,0.106,115.362,0.926,1978,soft and wet,4,5.0,15.0
0.0163,bruce springsteen,0.452,237440,0.773,2.8300000000000014e-05,6,0.466,-6.794,52,0.0305,114.285,0.847,1978,prove it all night,9,47.0,122.0
0.574,barry manilow,0.294,210507,0.319,0.000106,11,0.0997,-10.359000000000002,53,0.0303,132.343,0.313,1978,even now,13,55.0,147.0
0.13,boney m,0.7290000000000001,261267,0.851,0.000912,7,0.443,-7.033,64,0.0362,115.118,0.741,1978,rivers of babylon,17,49.0,127.0
0.00387,donna summer,0.857,295107,0.7,0.0164,2,0.411,-14.505999999999998,60,0.0358,120.529,0.973,1979,bad girls,20,81.0,180.0
0.0889,bee gees,0.665,303333,0.532,0.0109,2,0.296,-10.793,64,0.0277,117.955,0.81,1979,tragedy,20,67.0,180.0
0.124,abba,0.7070000000000001,309160,0.775,0.000585,11,0.154,-6.91,54,0.0371,126.662,0.909,1979,voulezvous,3,20.0,36.0
0.288,the ojays,0.483,366227,0.416,0.0,7,0.145,-11.85,52,0.0588,178.175,0.595,1979,forever mine,13,54.0,131.0
0.0562,blackfoot,0.342,450333,0.8190000000000001,0.0338,4,0.145,-6.885,53,0.0524,127.102,0.537,1979,highway song,14,53.0,135.0
0.00115,sister sledge,0.7,375400,0.816,0.00123,7,0.0901,-9.711,62,0.044,113.244,0.838,1979,hes the greatest dancer,19,70.0,165.0
0.0446,cheap trick,0.476,233133,0.7659999999999999,0.0053,4,0.214,-11.435,53,0.038,137.083,0.68,1979,dream police,10,55.0,135.0
0.662,kenny rogers,0.264,218133,0.307,0.0,7,0.101,-12.36,61,0.0341,172.546,0.153,1979,you decorated my life,18,67.0,169.0
0.113,donna summer,0.7340000000000001,241507,0.45,1.13e-05,4,0.296,-13.92,59,0.035,127.46,0.595,1979,on the radio,17,74.0,173.0
0.0343,gq,0.465,288733,0.48,2.93e-06,7,0.0427,-13.653,49,0.202,184.611,0.365,1979,i do love you,17,56.0,145.0
0.723,bruce cockburn,0.7040000000000001,227667,0.395,0.00039,9,0.0689,-12.31,52,0.0373,79.007,0.765,1979,wondering where the lions are,17,57.0,144.0
0.0964,earth wind  fire,0.6559999999999999,288480,0.662,0.000612,4,0.0853,-10.345999999999998,56,0.0493,114.612,0.7170000000000001,1979,in the stone,7,36.0,76.0
0.216,tg sheppard,0.66,220427,0.688,0.0016,4,0.0685,-12.563,49,0.0304,87.126,0.718,1979,i loved em every one,14,42.0,115.0
0.628,neil diamond,0.419,232000,0.23,5.85e-06,10,0.222,-17.102,60,0.0359,128.892,0.199,1979,september morn,16,65.0,151.0
0.475,rosanne cash,0.747,194853,0.568,0.000165,9,0.127,-8.651,51,0.0319,121.615,0.684,1979,seven year ache,20,49.0,142.0
0.28,christopher cross,0.758,249733,0.669,7.49e-05,9,0.5,-9.501,58,0.033,125.263,0.831,1979,never be the same,19,62.0,155.0
0.49,teddy pendergrass,0.615,354627,0.405,0.000129,4,0.348,-12.386,50,0.0376,118.531,0.645,1979,turn off the lights,6,37.0,95.0
0.0139,foreigner,0.6779999999999999,217707,0.693,0.0,1,0.0596,-6.132999999999999,49,0.0249,107.415,0.623,1979,head games,14,68.0,156.0
0.7170000000000001,the boomtown rats,0.464,259093,0.46,0.0,11,0.151,-6.874,63,0.0393,143.60299999999995,0.476,1979,i dont like mondays,5,20.0,49.0
0.00909,after the fire,0.6940000000000001,337187,0.716,0.000814,7,0.0772,-7.468,48,0.0513,121.427,0.889,1979,der kommissar,21,72.0,173.0
0.0107,jimmy buffett,0.665,207933,0.648,0.0,4,0.0412,-13.014,47,0.0571,135.411,0.924,1979,fins,11,44.0,118.0
0.0168,foreigner,0.617,218867,0.768,1.65e-06,0,0.5760000000000001,-8.911,50,0.0628,138.861,0.67,1979,dirty white boy,14,64.0,160.0
0.121,donna summer,0.605,296507,0.612,0.00236,3,0.22,-13.399,52,0.0439,125.37,0.5,1979,last dance,21,70.0,176.0
0.0504,blondie,0.596,280324,0.8240000000000001,0.129,4,0.0586,-4.893,46,0.0361,135.171,0.7859999999999999,1979,atomic,9,52.0,111.0
0.0111,the b52s,0.5539999999999999,295333,0.815,0.0486,1,0.0511,-12.481,48,0.0409,90.889,0.6,1979,rock lobster,8,29.0,80.0
0.588,supertramp,0.422,350560,0.495,0.0167,1,0.0763,-13.062,46,0.0614,125.258,0.347,1979,goodbye stranger,14,65.0,155.0
0.166,dire straits,0.633,229027,0.7979999999999999,0.617,1,0.0812,-9.313,45,0.0281,147.645,0.963,1979,lady writer,7,43.0,100.0
0.0386,the cars,0.603,225760,0.701,0.00106,7,0.211,-9.719,47,0.0274,118.664,0.961,1979,its all i can do,10,41.0,107.0
0.608,climax blues band,0.5589999999999999,245452,0.446,0.000131,10,0.0902,-8.805,52,0.0349,131.792,0.239,1980,i love you,27,63.0,160.0
0.0447,aerosmith,0.409,224600,0.512,7.670000000000001e-05,9,0.493,-12.215,56,0.0291,172.424,0.652,1980,come together,12,61.0,140.0
0.06,the police,0.78,247293,0.523,0.0629,9,0.24,-8.884,61,0.051,147.86,0.855,1980,de do do do de da da da,21,68.0,164.0
0.00312,the j geils band,0.65,224560,0.449,1.94e-05,0,0.5479999999999999,-7.555,51,0.0281,89.641,0.6990000000000001,1980,love stinks,12,43.0,113.0
0.23,bob seger,0.613,212987,0.695,0.00191,9,0.187,-5.783,52,0.0253,122.47,0.45,1980,fire lake,16,74.0,171.0
0.0633,the manhattans,0.612,281853,0.329,0.0,4,0.0658,-13.038,52,0.0365,74.046,0.5720000000000001,1980,shining star,25,64.0,173.0
0.234,genesis,0.645,191667,0.828,0.0,0,0.2,-8.493,50,0.0373,121.217,0.774,1980,misunderstanding,18,64.0,156.0
0.138,billy joel,0.691,177360,0.726,0.0,5,0.11,-7.353,52,0.0543,98.418,0.868,1980,dont ask me why,15,61.0,147.0
0.00724,the b52s,0.551,216360,0.882,1.13e-05,2,0.322,-6.808,54,0.0454,166.403,0.888,1980,private idaho,5,23.0,47.0
0.041,slave,0.802,281920,0.5920000000000001,0.0,7,0.242,-9.653,49,0.0661,110.733,0.8859999999999999,1980,watching you,6,19.0,40.0
0.0811,the babys,0.521,198733,0.6779999999999999,0.0,9,0.118,-6.811,49,0.0354,121.848,0.504,1980,back on my feet again,12,47.0,122.0
0.112,murray head,0.892,236067,0.578,0.000315,10,0.0897,-5.025,57,0.15,108.703,0.621,1980,one night in bangkok,20,70.0,176.0
0.5539999999999999,elton john,0.608,317000,0.391,1.7199999999999998e-05,10,0.0891,-17.042,48,0.0284,143.665,0.7509999999999999,1980,little jeannie,21,81.0,176.0
0.623,boz scaggs,0.496,316333,0.264,0.00116,11,0.054,-18.292,46,0.0348,127.675,0.0837,1980,look what youve done to me,17,65.0,156.0
0.3,air supply,0.39,209600,0.312,0.0,9,0.134,-16.918,54,0.0366,156.334,0.361,1980,every woman in the world,22,77.0,173.0
0.0286,loverboy,0.5670000000000001,268960,0.6970000000000001,7.049999999999999e-05,11,0.106,-12.855,49,0.0405,142.559,0.696,1980,the kid is hot tonite,7,33.0,82.0
0.207,the alan parsons project,0.723,263107,0.6829999999999999,4.25e-06,11,0.133,-10.517,54,0.0349,132.023,0.693,1980,games people play,23,56.0,153.0
0.378,john lennon,0.588,212933,0.6559999999999999,0.00227,3,0.042,-6.3729999999999976,60,0.0224,79.70100000000002,0.746,1980,woman,20,85.0,178.0
0.478,stevie wonder,0.4370000000000001,245240,0.152,0.0,1,0.108,-16.78,56,0.0352,76.01100000000002,0.267,1980,lately,7,30.0,65.0
0.246,reo speedwagon,0.4970000000000001,225107,0.961,0.00125,7,0.129,-5.774,48,0.0691,105.593,0.675,1980,dont let him go,14,54.0,138.0
0.04,stevie wonder,0.877,307933,0.422,0.000406,10,0.182,-14.933,61,0.0546,131.10299999999998,0.97,1980,master blaster jammin,23,74.0,173.0
0.0623,talking heads,0.6459999999999999,259600,0.88,0.157,2,0.355,-7.752999999999999,45,0.0637,116.916,0.802,1980,once in a lifetime,4,8.0,16.0
0.0735,billy joel,0.614,220040,0.815,1.34e-05,7,0.563,-5.9,49,0.12,161.266,0.94,1980,sometimes a fantasy,9,48.0,116.0
0.326,peter gabriel,0.738,246973,0.7170000000000001,3.79e-05,6,0.133,-9.623,44,0.0545,95.949,0.915,1980,games without frontiers,11,32.0,95.0
0.22,the pointer sisters,0.871,218320,0.736,0.000725,0,0.0894,-7.896,49,0.0675,115.149,0.967,1980,hes so shy,26,67.0,176.0
0.624,electric light orchestra,0.66,244760,0.746,1.49e-06,11,0.946,-7.6960000000000015,45,0.04,123.747,0.797,1980,all over the world,16,64.0,158.0
0.0059,teena marie,0.6679999999999999,452187,0.898,0.00516,0,0.0712,-6.14,47,0.0459,109.808,0.7559999999999999,1980,i need your lovin,14,44.0,115.0
0.00125,a flock of seagulls,0.462,306627,0.8590000000000001,0.735,2,0.216,-5.083,51,0.0466,146.16,0.495,1981,i ran so far away,22,58.0,165.0
0.764,smokey robinson,0.649,246960,0.434,2.44e-06,0,0.0822,-9.529,55,0.0267,108.754,0.5720000000000001,1981,being with you,25,74.0,178.0
0.13,styx,0.341,257867,0.324,1.11e-06,0,0.134,-11.864,53,0.025,78.66199999999998,0.321,1981,the best of times,19,81.0,176.0
0.0336,blondie,0.551,212893,0.628,0.000194,2,0.151,-13.799,61,0.036,142.167,0.777,1981,call me,25,80.0,180.0
0.0914,men at work,0.741,223760,0.8079999999999999,0.0147,11,0.0488,-4.367,55,0.026,107.234,0.908,1981,down under,25,79.0,180.0
0.00996,prince,0.852,435333,0.321,0.239,1,0.0684,-17.139,54,0.0527,119.378,0.629,1981,controversy,11,21.0,55.0
0.0247,joan jett  the blackhearts,0.5720000000000001,226520,0.836,0.000221,11,0.159,-3.159,52,0.0867,127.667,0.726,1981,do you wanna touch me oh yeah,14,61.0,145.0
0.408,april wine,0.511,235560,0.308,2.2e-05,7,0.15,-15.021,49,0.0247,83.546,0.377,1981,just between you and me,16,58.0,144.0
0.2,commodores,0.892,293227,0.593,0.000339,0,0.0996,-9.429,53,0.0405,120.979,0.867,1981,lady you bring me up,22,70.0,167.0
0.67,paul davis,0.5760000000000001,218827,0.528,0.0,2,0.347,-5.2360000000000015,50,0.0258,107.21,0.6629999999999999,1981,cool night,19,68.0,162.0
0.334,george benson,0.627,230107,0.385,0.0,9,0.182,-13.655,52,0.0537,205.726,0.7659999999999999,1981,turn your love around,22,73.0,173.0
0.273,the police,0.833,179067,0.6629999999999999,0.016,9,0.0327,-7.859,55,0.058,141.55100000000004,0.8590000000000001,1981,spirits in the material world,13,71.0,162.0
0.0444,queen,0.922,215933,0.392,0.165,5,0.123,-12.083,48,0.122,109.878,0.7709999999999999,1981,another one bites the dust,31,73.0,180.0
0.384,jefferson starship,0.579,255467,0.923,0.0783,0,0.784,-5.66,48,0.0387,126.347,0.439,1981,find your way back,13,52.0,129.0
0.0792,blondie,0.47,216400,0.7959999999999999,7.35e-05,6,0.292,-12.055,59,0.0517,161.414,0.909,1981,one way or another,14,63.0,138.0
0.0228,rick springfield,0.594,197053,0.898,0.0,4,0.0627,-4.796,47,0.0452,161.512,0.8079999999999999,1981,ive done everything for you,22,64.0,167.0
0.0568,quarterflash,0.531,232627,0.43,1.22e-06,11,0.0964,-14.523,48,0.0578,124.284,0.453,1981,harden my heart,24,81.0,176.0
0.205,george benson,0.77,316160,0.319,0.000151,10,0.0687,-17.098,57,0.0579,117.232,0.863,1981,on broadway,18,67.0,169.0
0.0753,kool  the gang,0.847,293667,0.389,1.2e-05,9,0.0471,-15.362,58,0.0569,111.52,0.968,1981,get down on it,17,61.0,164.0
0.119,rick james,0.7090000000000001,248227,0.726,5.520000000000003e-05,11,0.177,-8.704,48,0.0444,119.501,0.964,1981,give it to me baby,14,35.0,109.0
0.728,air supply,0.396,259000,0.479,9.51e-06,5,0.102,-8.072000000000001,58,0.0268,109.973,0.184,1981,the one that you love,19,77.0,180.0
0.403,the pointer sisters,0.826,231960,0.5579999999999999,1.94e-05,6,0.0631,-7.766,55,0.0322,110.77,0.359,1981,slow hand,24,74.0,178.0
0.0914,sammy hagar,0.63,254600,0.654,2.11e-05,2,0.044,-12.178,47,0.0311,122.356,0.775,1981,ill fall in love again,10,43.0,104.0
0.0193,tom petty and the heartbreakers,0.564,259773,0.583,3.34e-05,9,0.816,-6.999,46,0.0369,126.503,0.557,1981,a woman in love its not me,6,15.0,38.0
0.0723,the cars,0.6920000000000001,215440,0.74,8.83e-05,0,0.136,-7.466,49,0.0329,147.274,0.8640000000000001,1981,shake it up,22,77.0,175.0
0.0935,santana,0.664,209733,0.521,0.000493,2,0.0502,-13.251,49,0.031,86.14200000000002,0.746,1981,winning,18,61.0,151.0
0.111,lindsey buckingham,0.695,236533,0.503,0.0134,1,0.0996,-12.91,54,0.0361,124.113,0.969,1981,trouble,19,74.0,165.0
0.159,electric light orchestra,0.439,186600,0.794,1.69e-06,7,0.434,-11.792,56,0.0633,145.056,0.748,1981,hold on tight,19,70.0,164.0
0.534,air supply,0.344,230400,0.466,1.6100000000000002e-05,0,0.569,-8.453,58,0.0255,137.974,0.132,1981,here i am just when i thought i was over you,20,75.0,173.0
0.433,juice newton,0.452,250440,0.313,2.6e-05,8,0.0772,-9.309,53,0.026,75.806,0.344,1981,angel of the morning,22,75.0,175.0
0.0018,frankie smith,0.915,320973,0.52,0.00035,8,0.0293,-9.257,45,0.132,119.47,0.471,1981,double dutch bus,19,51.0,127.0
0.5,the who,0.5770000000000001,337067,0.762,4.13e-05,0,0.0753,-8.552,45,0.0441,161.965,0.5539999999999999,1981,you better you bet,15,63.0,149.0
0.111,april wine,0.405,257400,0.547,8.03e-06,4,0.163,-14.29,46,0.0381,138.411,0.406,1981,sign of the gypsy queen,8,25.0,78.0
0.249,journey,0.346,230453,0.5379999999999999,0.0,0,0.145,-9.956,48,0.0322,131.993,0.301,1981,still they ride,14,65.0,147.0
0.103,madness,0.536,206267,0.606,1.0800000000000003e-05,7,0.255,-5.364,59,0.0355,146.425,0.7190000000000001,1981,it must be love,12,53.0,122.0
0.871,sheena easton,0.244,184480,0.44,8.65e-05,7,0.3720000000000001,-7.777,56,0.0475,82.02,0.113,1981,for your eyes only,25,64.0,175.0
0.585,debra laws,0.54,268173,0.523,0.0,8,0.0594,-9.358,46,0.0563,147.322,0.556,1981,very special,5,8.0,18.0
0.00297,skyy,0.794,382333,0.636,0.0141,2,0.0753,-8.698,46,0.0756,121.213,0.847,1981,call me,11,53.0,135.0
0.56,al jarreau,0.597,226067,0.3229999999999999,2.24e-05,5,0.628,-15.648,51,0.0494,79.39699999999998,0.628,1981,were in this love together,24,57.0,155.0
0.042,the cars,0.618,213293,0.607,0.0277,0,0.0464,-8.625,45,0.0299,95.715,0.545,1981,since youre gone,9,43.0,107.0
0.584,lee ritenour,0.715,269653,0.384,0.00758,10,0.285,-16.362000000000002,52,0.0457,82.365,0.818,1981,is it you,16,61.0,155.0
0.274,sheriff,0.248,238040,0.324,0.00946,9,0.113,-10.878,53,0.03,135.786,0.122,1982,when im with you,28,60.0,180.0
0.223,the gap band,0.738,198800,0.498,1.57e-05,6,0.155,-12.091,50,0.0286,99.084,0.774,1982,outstanding,8,40.0,89.0
0.00299,a flock of seagulls,0.507,308933,0.642,0.606,2,0.141,-12.923,60,0.0323,146.154,0.631,1982,i ran so far away,22,58.0,165.0
0.0957,stray cats,0.679,198000,0.609,0.00113,0,0.0474,-9.482,50,0.0347,132.467,0.695,1982,stray cat strut,19,77.0,176.0
0.143,asia,0.333,285000,0.8029999999999999,2.61e-06,9,0.0524,-8.109,55,0.0714,125.52,0.3229999999999999,1982,only time will tell,14,62.0,151.0
0.6459999999999999,lionel richie,0.366,200507,0.238,1e-05,1,0.0876,-13.853,60,0.038,68.377,0.131,1982,truly,18,79.0,180.0
0.151,debarge,0.452,352587,0.674,1.09e-06,5,0.094,-5.636,53,0.0355,187.159,0.428,1982,all this love,19,60.0,151.0
0.135,sammy hagar,0.586,211227,0.574,0.0,4,0.1689999999999999,-10.83,50,0.0312,146.738,0.7390000000000001,1982,your love is driving me crazy,19,64.0,158.0
0.4,bill conti,0.415,170240,0.5379999999999999,0.767,9,0.0674,-12.71,56,0.0368,95.121,0.449,1982,gonna fly now,20,75.0,180.0
0.0107,yaz,0.7609999999999999,346800,0.413,0.479,6,0.0442,-16.137999999999998,50,0.0595,118.727,0.428,1982,situation,8,20.0,49.0
0.148,ronnie milsap,0.696,222400,0.532,0.00246,5,0.0842,-9.705,51,0.0237,103.359,0.624,1982,any day now,16,65.0,156.0
0.498,michael jackson,0.628,246040,0.409,0.00595,2,0.29,-14.348,55,0.0306,93.005,0.755,1982,human nature,14,78.0,169.0
0.127,billy joel,0.69,230160,0.8370000000000001,7.200000000000001e-06,7,0.102,-8.312000000000001,53,0.0289,113.817,0.967,1982,allentown,22,66.0,151.0
0.404,jeffrey osborne,0.546,241760,0.352,0.0,7,0.355,-12.066,59,0.032,69.199,0.39,1982,on the wings of love,18,54.0,129.0
0.0289,adam ant,0.624,209213,0.991,0.0107,1,0.0477,-3.467,52,0.135,95.472,0.535,1982,goody two shoes,21,67.0,160.0
0.152,taco,0.7979999999999999,281160,0.292,0.00101,0,0.185,-17.112000000000002,53,0.0777,98.653,0.812,1982,puttin on the ritz,21,72.0,175.0
0.44,glenn frey,0.603,274560,0.302,0.00701,7,0.172,-13.698,55,0.0242,75.274,0.488,1982,the one you love,17,59.0,155.0
0.104,stray cats,0.254,207000,0.853,0.0,2,0.242,-10.218,49,0.0517,201.952,0.711,1982,rock this town,21,68.0,165.0
0.0258,michael jackson,0.8420000000000001,363400,0.872,0.417,9,0.0596,-8.235,54,0.0456,122.112,0.906,1982,wanna be startin somethin,15,81.0,173.0
0.246,john waite,0.403,196693,0.848,0.0,11,0.616,-11.615,49,0.0625,149.028,0.622,1982,change,10,31.0,84.0
0.0586,prince,0.92,240800,0.402,0.000434,0,0.0234,-16.656,50,0.0549,99.91,0.957,1982,delirious,18,64.0,167.0
0.0148,billy joel,0.5479999999999999,280333,0.68,0.000949,9,0.0877,-8.675,50,0.0474,148.494,0.851,1982,pressure,17,52.0,145.0
0.404,toto,0.539,293307,0.306,0.0,0,0.0608,-15.067,58,0.0265,102.247,0.0637,1982,i wont hold you back,17,71.0,164.0
0.731,stevie wonder,0.6,337067,0.317,0.00172,10,0.1,-13.705,51,0.0293,136.799,0.3670000000000001,1982,ribbon in the sky,7,36.0,84.0
0.109,dazz band,0.82,281280,0.838,0.00228,9,0.0452,-6.86,50,0.041,132.125,0.947,1982,let it whip,23,70.0,173.0
0.152,billy joel,0.598,423267,0.398,0.0,0,0.116,-14.208,53,0.0613,129.125,0.135,1982,goodnight saigon,7,36.0,80.0
0.196,lionel richie,0.777,300880,0.456,3.2299999999999986e-05,1,0.0473,-12.736,52,0.033,111.981,0.727,1982,you are,18,82.0,175.0
0.226,kenny rogers,0.64,221193,0.44,4.43e-06,4,0.122,-15.938,51,0.0295,86.95200000000001,0.613,1982,love will turn you around,17,65.0,158.0
0.0523,rainbow,0.419,317307,0.613,6.35e-05,7,0.361,-8.995,50,0.0316,112.638,0.733,1982,stone cold,12,40.0,109.0
0.23,three dog night,0.498,221707,0.531,0.00108,9,0.629,-14.548,46,0.0321,89.056,0.7809999999999999,1982,never been to spain,12,80.0,173.0
0.151,three dog night,0.565,182827,0.419,2.18e-05,10,0.113,-13.38,47,0.0391,123.967,0.456,1982,one,16,78.0,173.0
0.456,three dog night,0.507,202333,0.52,0.00048,9,0.5479999999999999,-15.505,46,0.0399,128.553,0.835,1982,shambala,16,81.0,176.0
0.0148,wall of voodoo,0.505,248867,0.701,0.000405,0,0.406,-12.031,46,0.0349,164.68400000000003,0.616,1982,mexican radio,9,29.0,76.0
0.356,kenny loggins,0.698,322333,0.456,2.9600000000000005e-05,0,0.0313,-12.773,48,0.039,81.66,0.7959999999999999,1982,heart to heart,17,74.0,155.0
0.00316,billy idol,0.66,219133,0.897,2.25e-05,5,0.116,-5.558,53,0.0257,111.193,0.67,1982,hot in the city,27,52.0,140.0
0.135,three dog night,0.6779999999999999,196933,0.621,0.000468,1,0.207,-13.454,45,0.0537,120.7,0.804,1982,mama told me not to come,15,85.0,180.0
0.185,rush,0.522,222320,0.812,0.182,2,0.0878,-9.651,46,0.0383,157.912,0.8640000000000001,1982,new world man,12,58.0,144.0
0.0493,inxs,0.449,205427,0.942,0.00565,9,0.273,-4.23,44,0.108,137.55700000000002,0.356,1982,the one thing,14,47.0,127.0
0.346,new edition,0.8390000000000001,235373,0.623,0.0138,1,0.314,-13.712,51,0.108,103.799,0.6679999999999999,1983,candy girl,11,39.0,98.0
0.00777,billy joel,0.565,229200,0.894,0.0,8,0.49,-5.2410000000000005,55,0.175,182.262,0.737,1983,tell her about it,18,80.0,180.0
0.0854,men at work,0.6459999999999999,229467,0.809,0.0,1,0.0806,-3.99,57,0.0282,139.2,0.588,1983,overkill,16,83.0,176.0
0.0904,the police,0.747,313707,0.448,0.000185,9,0.0631,-11.522,56,0.0345,127.689,0.608,1983,wrapped around your finger,16,70.0,167.0
0.0714,real life,0.605,236547,0.926,2.18e-05,7,0.0953,-4.831,56,0.0372,129.844,0.49,1983,send me an angel,19,47.0,129.0
0.00614,ub40,0.8140000000000001,320933,0.363,0.000177,1,0.101,-15.675,58,0.0644,89.15700000000002,0.8420000000000001,1983,red red wine,40,56.0,180.0
0.209,huey lewis  the news,0.376,233160,0.667,1.5e-06,7,0.317,-7.407,50,0.0356,108.177,0.8440000000000001,1983,if this is it,17,76.0,171.0
0.00486,donna summer,0.758,320840,0.638,0.0141,8,0.0938,-13.01,59,0.0378,136.502,0.984,1983,she works hard for the money,21,80.0,176.0
0.0923,journey,0.48,234547,0.7390000000000001,0.0,4,0.239,-5.6960000000000015,52,0.0373,124.89,0.25,1983,send her my love,15,54.0,140.0
0.488,santana,0.6709999999999999,261027,0.516,2.8000000000000013e-05,7,0.138,-15.981,54,0.0519,124.699,0.711,1983,hold on,14,70.0,155.0
0.0675,the police,0.414,300467,0.851,0.0047,2,0.333,-8.714,54,0.0413,158.907,0.5670000000000001,1983,synchronicity ii,14,68.0,153.0
0.133,naked eyes,0.613,218933,0.8009999999999999,0.0,7,0.545,-5.165,51,0.0352,149.25799999999995,0.691,1983,always something there to remind me,22,62.0,167.0
0.00304,rem,0.3670000000000001,245200,0.685,0.0478,4,0.109,-14.831,49,0.0464,154.953,0.8540000000000001,1983,radio free europe,5,17.0,40.0
0.266,madonna,0.7929999999999999,333773,0.627,7.099999999999999e-05,4,0.145,-10.599,53,0.0431,117.203,0.963,1983,lucky star,16,75.0,175.0
0.201,cyndi lauper,0.573,272840,0.65,1.58e-06,8,0.048,-5.934,57,0.0257,95.1,0.346,1983,all through the night,19,72.0,173.0
0.0132,night ranger,0.473,256507,0.6729999999999999,0.0,0,0.134,-14.122,49,0.0363,138.184,0.517,1983,when you close your eyes,17,65.0,156.0
0.245,billy joel,0.7809999999999999,279000,0.672,0.0,2,0.161,-7.474,51,0.108,90.609,0.8540000000000001,1983,keeping the faith,16,64.0,149.0
0.8220000000000001,christopher cross,0.645,206640,0.211,9.19e-06,11,0.138,-12.73,59,0.0257,86.12100000000002,0.174,1983,think of laura,17,66.0,165.0
0.0466,billy joel,0.509,318000,0.382,0.0,0,0.112,-9.441,53,0.0351,105.764,0.4270000000000001,1983,an innocent man,18,68.0,164.0
0.161,the pointer sisters,0.8420000000000001,267227,0.6970000000000001,0.000101,10,0.583,-13.796,58,0.0654,134.533,0.916,1983,jump for my love,24,68.0,176.0
0.178,alabama,0.7559999999999999,271867,0.417,1.8e-06,7,0.123,-14.943,48,0.0309,113.996,0.831,1983,the closer you get,11,40.0,113.0
