acousticness,artists,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,popularity,speechiness,tempo,valence,year,Song,Weeks on Chart,Average Previous Week Position,Week Position
0.0936,alice cooper,0.498,187893,0.515,0.0,11,0.1,-11.985,60,0.0395,127.761,0.616,1973,no more mr nice guy,12,59.0,136.0
0.115,kool  the gang,0.8079999999999999,186533,0.85,0.000109,5,0.316,-8.772,63,0.0868,106.855,0.7170000000000001,1973,jungle boogie,22,71.0,175.0
0.257,steely dan,0.723,344907,0.647,0.000285,7,0.0562,-10.483,57,0.0567,125.016,0.96,1973,my old school,9,24.0,67.0
0.0915,stevie wonder,0.589,442867,0.585,0.0,11,0.234,-9.958,61,0.0747,99.298,0.456,1973,living for the city,17,77.0,167.0
0.0316,stevie wonder,0.7140000000000001,284840,0.726,0.0,11,0.066,-9.218,60,0.0408,124.71,0.92,1973,dont you worry bout a thing,15,65.0,153.0
0.847,the stylistics,0.451,288440,0.359,2.97e-05,7,0.1369999999999999,-8.567,62,0.0247,76.015,0.178,1973,you make me feel brand new,25,63.0,178.0
0.672,carpenters,0.254,233533,0.38,0.0,4,0.379,-13.806,66,0.0337,168.49599999999995,0.408,1973,yesterday once more,14,79.0,178.0
0.0155,ringo starr,0.617,239760,0.696,0.000199,4,0.108,-12.739,59,0.0282,111.136,0.9,1973,photograph,16,79.0,180.0
0.336,dave mason,0.624,180133,0.388,0.0,4,0.0918,-8.465,54,0.0242,85.925,0.445,1973,we just disagree,19,61.0,160.0
0.15,rick derringer,0.435,225307,0.882,0.00837,9,0.0992,-8.996,55,0.0908,199.263,0.56,1973,rock and roll hoochie koo,14,49.0,140.0
0.66,bread,0.629,192200,0.356,0.000617,4,0.173,-11.135,61,0.0246,83.88600000000002,0.472,1973,make it with you,17,78.0,180.0
0.0119,lynyrd skynyrd,0.279,558933,0.852,0.076,7,0.0624,-7.837999999999999,71,0.0511,117.418,0.438,1973,free bird,20,52.0,147.0
0.181,lynyrd skynyrd,0.596,283800,0.605,0.000331,7,0.0863,-12.145,82,0.0255,97.798,0.8859999999999999,1974,sweet home alabama,17,70.0,167.0
0.5660000000000001,dolly parton,0.674,161533,0.537,0.0,1,0.131,-10.970999999999998,74,0.0363,110.578,0.809,1974,jolene,8,27.0,73.0
0.261,crosby stills nash  young,0.445,183733,0.529,0.0162,0,0.184,-10.94,68,0.026,79.296,0.7490000000000001,1974,ohio,9,72.0,156.0
0.785,john denver,0.762,193093,0.537,0.000669,9,0.0551,-9.58,66,0.0478,105.603,0.958,1974,thank god im a country boy,19,75.0,180.0
0.871,john denver,0.304,180693,0.305,0.00368,2,0.3670000000000001,-10.879,70,0.0298,146.066,0.464,1974,annies song,17,73.0,180.0
0.334,gordon lightfoot,0.794,213400,0.4270000000000001,1.04e-05,11,0.0703,-15.492,65,0.029,105.732,0.7509999999999999,1974,sundown,18,73.0,180.0
0.233,harry chapin,0.489,222951,0.5770000000000001,0.0,10,0.123,-9.765,65,0.042,78.112,0.519,1974,cats in the cradle,19,70.0,180.0
0.228,the doobie brothers,0.532,255267,0.441,0.0,2,0.0846,-12.866,62,0.0434,169.275,0.67,1974,black water,17,78.0,180.0
0.0821,sweet,0.644,246573,0.799,0.00154,4,0.055,-10.856,62,0.0598,108.381,0.889,1974,ballroom blitz,25,65.0,173.0
0.7759999999999999,jimmy buffett,0.617,191733,0.301,0.0,9,0.0914,-15.393,60,0.0292,111.527,0.664,1974,come monday,14,45.0,127.0
0.5660000000000001,dolly parton,0.674,161533,0.537,0.0,1,0.131,-10.970999999999998,67,0.0363,110.578,0.809,1974,jolene,8,27.0,73.0
0.518,steely dan,0.6559999999999999,271093,0.462,0.000137,11,0.091,-14.072,63,0.0373,116.049,0.642,1974,rikki dont lose that number,19,66.0,175.0
0.418,barry manilow,0.308,213333,0.464,2.49e-06,10,0.143,-9.032,70,0.0279,103.734,0.318,1974,mandy,16,76.0,180.0
0.245,linda ronstadt,0.669,224027,0.52,0.00535,8,0.126,-10.136,60,0.0345,104.812,0.634,1974,youre no good,16,70.0,180.0
0.423,abba,0.441,168827,0.926,3.38e-06,2,0.235,-4.7360000000000015,59,0.046,147.564,0.779,1974,waterloo,17,72.0,171.0
0.114,barry white,0.7290000000000001,274000,0.78,0.106,5,0.0759,-7.604,68,0.0631,111.833,0.795,1974,cant get enough of your love babe,12,80.0,180.0
0.0853,eric clapton,0.73,263747,0.639,0.00221,7,0.102,-11.025,65,0.0524,94.395,0.6579999999999999,1974,i shot the sheriff,14,78.0,180.0
0.173,sweet,0.511,207667,0.644,6.17e-05,4,0.0928,-12.191,57,0.0352,128.067,0.828,1974,fox on the run,16,74.0,173.0
0.5870000000000001,ace,0.7170000000000001,204227,0.406,0.103,0,0.0869,-13.954,60,0.0305,123.213,0.703,1974,how long,16,71.0,176.0
0.121,elton john,0.424,336733,0.446,1.89e-06,0,0.0921,-8.526,63,0.0261,139.701,0.354,1974,dont let the sun go down on me,15,73.0,178.0
0.186,linda ronstadt,0.513,124867,0.573,0.000958,9,0.0878,-10.023,57,0.0337,132.607,0.621,1974,when will i be loved,15,80.0,178.0
0.96,dolly parton,0.446,176093,0.142,0.00114,9,0.101,-13.498,61,0.0335,135.724,0.156,1974,i will always love you,14,27.0,85.0
0.885,barbra streisand,0.264,211093,0.32,0.00141,9,0.134,-11.716,64,0.0325,138.108,0.171,1974,the way we were,23,75.0,180.0
0.528,america,0.6459999999999999,209867,0.531,0.0133,7,0.0836,-10.785,58,0.0671,172.02,0.655,1974,tin man,18,67.0,175.0
0.456,harry chapin,0.463,212405,0.484,0.0,10,0.125,-13.259,57,0.0395,77.521,0.513,1974,cats in the cradle,19,70.0,180.0
0.0372,elton john,0.586,224933,0.86,0.00109,1,0.1,-6.752000000000002,58,0.0584,132.865,0.943,1974,the bitch is back,14,74.0,175.0
0.41,the j geils band,0.53,178240,0.516,0.00182,0,0.0532,-12.378,53,0.0793,103.922,0.738,1974,must of got lost,11,70.0,160.0
0.484,joni mitchell,0.579,204320,0.536,5.400000000000001e-05,9,0.0937,-10.035,56,0.0388,81.868,0.67,1974,help me,19,65.0,169.0
0.374,dave loggins,0.563,246080,0.418,0.0,4,0.102,-8.503,50,0.0287,133.493,0.347,1974,please come to boston,18,65.0,173.0
0.466,gordon lightfoot,0.5379999999999999,222133,0.346,1.24e-05,4,0.0929,-14.403,53,0.0252,85.031,0.459,1974,carefree highway,14,62.0,164.0
0.96,dolly parton,0.446,176093,0.142,0.00114,9,0.101,-13.498,58,0.0335,135.724,0.156,1974,i will always love you,14,27.0,85.0
0.8370000000000001,john denver,0.528,285373,0.305,3.03e-06,4,0.113,-11.671,54,0.0301,117.828,0.5489999999999999,1974,back home again,16,71.0,173.0
0.147,waylon jennings,0.7240000000000001,167000,0.735,0.00131,7,0.0899,-8.262,50,0.0286,109.281,0.8390000000000001,1974,im a ramblin man,7,14.0,45.0
0.41,phoebe snow,0.511,278800,0.242,0.0,7,0.111,-15.735,49,0.0318,131.82,0.596,1974,poetry man,18,65.0,173.0
0.0933,wet willie,0.617,237333,0.396,0.000379,7,0.0531,-15.925,48,0.043,102.848,0.8690000000000001,1974,keep on smilin,19,61.0,164.0
0.8370000000000001,blue magic,0.586,251520,0.337,0.0,7,0.628,-13.165,50,0.0347,133.22899999999998,0.5429999999999999,1974,sideshow,21,71.0,167.0
0.6609999999999999,shirley brown,0.595,238000,0.309,0.000149,8,0.458,-10.422,50,0.0593,124.918,0.469,1974,woman to woman,14,57.0,142.0
0.261,america,0.557,150227,0.473,3.950000000000001e-05,7,0.0658,-9.294,52,0.0262,79.368,0.56,1974,lonely people,14,74.0,173.0
0.883,fleetwood mac,0.414,199493,0.161,0.000223,7,0.117,-22.32,78,0.0318,159.375,0.423,1975,landslide,20,38.0,89.0
0.00298,aerosmith,0.38,274133,0.76,0.0294,9,0.104,-10.961,74,0.0378,99.437,0.491,1975,sweet emotion,8,46.0,116.0
0.0114,aerosmith,0.653,220400,0.73,1.03e-05,5,0.0754,-10.613,75,0.043,108.705,0.894,1975,walk this way,17,67.0,164.0
0.00501,bruce springsteen,0.27,269920,0.944,2.05e-05,4,0.116,-4.199,74,0.0975,146.347,0.606,1975,born to run,11,61.0,140.0
0.0468,kiss,0.654,168840,0.929,0.0,1,0.0539,-5.9060000000000015,75,0.0998,144.774,0.902,1975,rock and roll all nite,6,20.0,58.0
0.13,america,0.441,199573,0.547,0.000143,4,0.109,-12.222,68,0.0337,134.753,0.716,1975,sister golden hair,16,77.0,180.0
0.0202,foghat,0.493,232533,0.586,0.00106,2,0.102,-13.916,67,0.046,113.618,0.6559999999999999,1975,slow ride,17,64.0,145.0
0.116,heart,0.4270000000000001,293440,0.459,0.000103,9,0.132,-12.442,66,0.0332,129.878,0.383,1975,crazy on you,19,38.0,118.0
0.166,paul simon,0.815,217347,0.3720000000000001,0.000116,7,0.0767,-12.814,70,0.0752,101.684,0.293,1975,50 ways to leave your lover,17,79.0,180.0
0.414,bob dylan,0.421,341627,0.6609999999999999,1.16e-06,9,0.0962,-13.126,66,0.0433,100.965,0.5539999999999999,1975,tangled up in blue,7,55.0,125.0
0.434,peter frampton,0.7,243267,0.726,1.1e-06,2,0.0963,-7.717,67,0.0329,130.109,0.6409999999999999,1975,show me the way,18,74.0,171.0
0.522,hot chocolate,0.7909999999999999,244920,0.7340000000000001,0.00165,5,0.1669999999999999,-5.464,71,0.0629,105.854,0.962,1975,you sexy thing,21,75.0,176.0
0.287,abba,0.75,215267,0.754,0.000207,2,0.444,-6.999,64,0.0327,137.533,0.83,1975,mamma mia,9,53.0,124.0
0.0823,war,0.8109999999999999,191560,0.647,0.6809999999999999,0,0.0572,-10.989,61,0.0498,139.787,0.99,1975,low rider,15,74.0,169.0
0.107,the marshall tucker band,0.506,236467,0.8270000000000001,2.42e-06,4,0.161,-6.356,61,0.0366,101.869,0.5710000000000001,1975,fire on the mountain,13,41.0,113.0
0.042,elvin bishop,0.633,276000,0.621,0.0172,10,0.186,-11.494000000000002,61,0.0313,113.325,0.593,1975,fooled around and fell in love,17,75.0,176.0
0.685,10cc,0.404,366640,0.523,0.000498,4,0.282,-15.7,70,0.0575,133.738,0.1639999999999999,1975,im not in love,17,73.0,178.0
0.457,electric light orchestra,0.677,269840,0.619,0.000149,9,0.221,-7.4460000000000015,64,0.0334,119.624,0.74,1975,evil woman,17,69.0,164.0
0.6679999999999999,earth wind  fire,0.6759999999999999,170160,0.6920000000000001,0.00915,9,0.13,-13.093,62,0.052,102.516,0.799,1975,shining star,20,74.0,180.0
0.102,glen campbell,0.644,194453,0.633,6.82e-05,0,0.227,-8.006,62,0.0261,115.193,0.647,1975,rhinestone cowboy,23,79.0,180.0
0.0187,fleetwood mac,0.723,249947,0.596,0.00513,9,0.16,-13.436,61,0.0308,128.06799999999998,0.962,1975,say you love me,19,71.0,162.0
0.928,willie nelson,0.626,138600,0.04,0.00178,4,0.11,-19.994,61,0.0405,117.136,0.418,1975,blue eyes crying in the rain,18,58.0,144.0
0.00596,nazareth,0.485,233133,0.328,0.0032,7,0.325,-11.853,59,0.0254,79.766,0.138,1975,love hurts,23,67.0,167.0
0.00608,foghat,0.449,494533,0.642,0.00707,2,0.175,-10.527,57,0.0487,113.638,0.586,1975,slow ride,17,64.0,145.0
0.159,heart,0.435,328360,0.444,0.000705,7,0.457,-12.816,59,0.0336,103.818,0.7340000000000001,1975,magic man,23,63.0,165.0
0.19,war,0.7759999999999999,230067,0.7140000000000001,0.0,10,0.506,-9.044,58,0.0388,92.448,0.962,1975,why cant we be friends,20,71.0,171.0
0.244,gary wright,0.266,256173,0.389,1.42e-06,4,0.0688,-13.682,58,0.0305,140.243,0.148,1975,dream weaver,20,72.0,178.0
0.8,paul simon,0.267,206533,0.252,4.429999999999999e-05,7,0.089,-11.687,62,0.0351,37.114,0.13,1975,still crazy after all these years,7,47.0,109.0
0.354,captain  tennille,0.621,205493,0.7879999999999999,0.0,4,0.305,-4.3260000000000005,61,0.0314,129.62,0.926,1975,love will keep us together,23,73.0,180.0
0.833,roberta flack,0.6809999999999999,175400,0.264,0.441,8,0.103,-21.861,63,0.0309,93.809,0.6920000000000001,1975,feel like makin love,16,79.0,180.0
0.181,ohio players,0.613,290160,0.82,1.45e-06,0,0.049,-10.175,60,0.0737,115.125,0.465,1975,love rollercoaster,16,88.0,180.0
0.0146,lynyrd skynyrd,0.5579999999999999,309667,0.563,0.000195,9,0.273,-11.259,57,0.0543,120.99,0.617,1975,saturday night special,9,54.0,133.0
0.000573,head east,0.517,310267,0.447,0.00118,7,0.144,-12.483,55,0.0418,134.755,0.894,1975,never been any reason,9,18.0,58.0
0.593,earth wind  fire,0.586,345507,0.552,0.00101,1,0.31,-11.153,58,0.0488,82.0,0.732,1975,thats the way of the world,16,71.0,160.0
0.238,frankie valli,0.461,212013,0.499,0.0,11,0.135,-10.443,60,0.0316,137.687,0.387,1975,my eyes adored you,23,66.0,180.0
0.19,the beach boys,0.581,133893,0.669,0.0,6,0.243,-3.659,60,0.0385,78.07300000000002,0.926,1975,barbara ann,11,77.0,178.0
0.6809999999999999,smokey robinson,0.495,289240,0.361,5.06e-05,2,0.12,-10.841,53,0.0341,139.156,0.425,1975,the agony and the ecstasy,12,47.0,116.0
0.8270000000000001,eric carmen,0.376,430000,0.373,0.8320000000000001,7,0.15,-9.184,65,0.0305,116.074,0.111,1975,all by myself,19,75.0,178.0
0.366,jefferson starship,0.617,412040,0.335,0.0,9,0.115,-15.914,53,0.0301,113.226,0.655,1975,miracles,17,76.0,176.0
0.8490000000000001,the stylistics,0.507,175507,0.636,0.0,2,0.6459999999999999,-7.5379999999999985,52,0.0401,142.248,0.7020000000000001,1975,you are everything,16,76.0,165.0
0.329,elton john,0.457,404933,0.428,2.21e-06,1,0.1689999999999999,-9.796,54,0.0283,129.98,0.151,1975,someone saved my life tonight,13,80.0,175.0
0.482,bruce springsteen,0.7020000000000001,190467,0.777,0.0,2,0.0789,-4.4460000000000015,55,0.0347,116.819,0.918,1975,tenth avenue freezeout,3,11.0,31.0
0.139,carpenters,0.664,172733,0.547,1.79e-06,9,0.239,-11.594,63,0.0281,132.94299999999998,0.964,1975,please mr postman,17,74.0,180.0
0.68,gordon lightfoot,0.603,229560,0.252,6.96e-05,2,0.147,-12.402,56,0.0337,122.631,0.179,1975,if you could read my mind,15,74.0,173.0
0.059,roxy music,0.838,251333,0.757,0.0119,2,0.0271,-5.399,61,0.0927,124.65,0.602,1975,love is the drug,14,51.0,127.0
0.0008939999999999,boston,0.377,285133,0.682,0.00217,7,0.0504,-8.039,79,0.0299,108.736,0.288,1976,more than a feeling,19,76.0,173.0
0.00316,kansas,0.483,323000,0.7859999999999999,8.859999999999999e-05,7,0.446,-5.735,75,0.0319,126.748,0.7929999999999999,1976,carry on wayward son,20,65.0,162.0
0.382,abba,0.539,230693,0.884,0.00166,9,0.76,-6.53,72,0.0403,100.812,0.752,1976,dancing queen,22,73.0,180.0
0.234,thin lizzy,0.445,266720,0.706,0.000252,8,0.205,-9.803,75,0.0461,80.82300000000002,0.768,1976,the boys are back in town,17,65.0,160.0
0.4320000000000001,bob seger,0.705,324423,0.743,0.0133,1,0.103,-6.631,71,0.042,118.552,0.374,1976,night moves,21,66.0,175.0
0.000989,boston,0.421,303587,0.677,9.65e-05,4,0.211,-6.183,70,0.0343,127.67,0.6829999999999999,1976,peace of mind,8,47.0,113.0
0.118,james taylor,0.579,238573,0.267,0.000562,4,0.132,-15.11,68,0.0348,74.899,0.353,1976,carolina in my mind,7,19.0,60.0
0.16,stevie wonder,0.588,232760,0.568,0.0,6,0.0792,-9.766,71,0.0672,106.938,0.952,1976,sir duke,17,79.0,180.0
0.0193,chicago,0.429,235373,0.564,0.000828,11,0.128,-6.784,74,0.0268,104.212,0.276,1976,if you leave me now,21,78.0,180.0
0.398,tom petty and the heartbreakers,0.625,163893,0.35,6.759999999999999e-05,9,0.123,-8.395,64,0.0436,113.688,0.69,1976,breakdown,17,35.0,109.0
0.583,electric light orchestra,0.5489999999999999,212307,0.6509999999999999,0.0,0,0.121,-7.097,70,0.0323,122.818,0.368,1976,livin thing,18,70.0,158.0
0.291,manfred manns earth band,0.456,428133,0.696,0.000207,5,0.0853,-10.0,63,0.0653,142.156,0.508,1976,blinded by the light,20,72.0,180.0
0.0435,wild cherry,0.8140000000000001,300000,0.672,0.0,9,0.061,-12.068,68,0.0619,109.394,0.933,1976,play that funky music,25,72.0,180.0
0.0487,orleans,0.565,234040,0.615,1.93e-06,4,0.16,-10.793,62,0.0384,143.928,0.591,1976,still the one,18,72.0,173.0
0.353,silver,0.65,212840,0.759,0.0,1,0.155,-4.932,67,0.0355,121.454,0.943,1976,wham bam shangalang,21,58.0,153.0
0.0165,boz scaggs,0.593,221613,0.7829999999999999,7.26e-05,10,0.1669999999999999,-4.716,64,0.0358,141.345,0.6459999999999999,1976,lido shuffle,17,70.0,162.0
0.74,the spinners,0.8009999999999999,213000,0.446,0.038,10,0.0832,-14.605,66,0.0735,97.898,0.925,1976,the rubberband man,21,79.0,178.0
0.116,gordon lightfoot,0.308,389280,0.376,2.52e-06,4,0.166,-15.24,61,0.0626,186.047,0.158,1976,the wreck of the edmund fitzgerald,21,71.0,178.0
0.00578,aerosmith,0.426,280360,0.903,0.00945,1,0.0945,-9.661,62,0.0389,122.201,0.762,1976,back in the saddle,8,43.0,113.0
0.49,starland vocal band,0.486,193040,0.445,0.0,5,0.101,-11.728,62,0.03,147.221,0.7879999999999999,1976,afternoon delight,20,74.0,180.0
0.0816,stevie wonder,0.821,252373,0.721,7.37e-06,10,0.0664,-10.401,65,0.0515,105.866,0.885,1976,i wish,17,86.0,180.0
0.7709999999999999,electric light orchestra,0.467,280360,0.3670000000000001,2.27e-05,9,0.0847,-8.164,62,0.0298,70.85600000000002,0.205,1976,telephone line,23,70.0,169.0
0.064,bob seger,0.505,223090,0.747,0.00647,8,0.244,-5.4220000000000015,58,0.0308,139.865,0.529,1976,mainstreet,10,54.0,138.0
0.214,the doobie brothers,0.643,227173,0.526,4.21e-06,1,0.069,-15.147,60,0.0349,105.922,0.8809999999999999,1976,listen to the music,13,69.0,162.0
0.74,stephen bishop,0.57,181893,0.462,0.000223,11,0.104,-10.483,61,0.0283,102.3,0.545,1976,on and on,28,59.0,162.0
0.0589,stevie wonder,0.467,428222,0.8690000000000001,0.0,8,0.244,-10.342,61,0.0559,102.376,0.684,1976,as,14,52.0,116.0
0.932,barbra streisand,0.335,184800,0.303,0.0271,9,0.0907,-10.943,65,0.0315,114.224,0.186,1976,evergreen love theme from a star is born,25,77.0,180.0
0.583,abba,0.353,255533,0.526,2.17e-06,9,0.0762,-8.868,57,0.0299,110.517,0.467,1976,fernando,16,70.0,158.0
0.00221,billy ocean,0.518,179013,0.907,1.15e-05,5,0.0838,-3.732,70,0.0343,140.982,0.961,1976,love really hurts without you,11,59.0,142.0
0.449,ltd,0.602,275227,0.385,0.000111,6,0.0803,-14.81,54,0.0385,77.697,0.354,1976,love ballad,18,58.0,145.0
0.016,al stewart,0.54,400067,0.634,0.0098,4,0.118,-9.165,55,0.0346,116.461,0.546,1976,year of the cat,17,60.0,167.0
0.0394,electric light orchestra,0.494,225107,0.5710000000000001,0.000518,2,0.602,-5.862,56,0.0332,124.045,0.7120000000000001,1976,do ya,12,56.0,138.0
0.349,heatwave,0.62,303533,0.54,2.53e-05,4,0.187,-14.636,57,0.0422,118.823,0.759,1976,boogie nights,27,69.0,178.0
0.476,george benson,0.682,341733,0.752,0.863,2,0.0768,-9.521,59,0.0454,81.081,0.964,1976,breezin,6,27.0,67.0
0.334,the doobie brothers,0.7859999999999999,257080,0.46,3.62e-06,7,0.041,-10.701,54,0.0303,132.503,0.861,1976,it keeps you runnin,14,45.0,115.0
0.861,patti labelle,0.544,286653,0.371,0.000463,4,0.069,-10.991,52,0.0388,132.972,0.145,1976,if only you knew,13,32.0,98.0
0.7240000000000001,kenny rogers,0.6459999999999999,220867,0.362,0.0,5,0.134,-11.954,60,0.0312,142.46,0.387,1976,lucille,19,73.0,173.0
0.175,creedence clearwater revival,0.628,139160,0.565,0.0693,0,0.349,-9.98,57,0.0385,132.30200000000002,0.5820000000000001,1976,fortunate son,4,65.0,156.0
0.202,rose royce,0.667,307573,0.521,6.55e-05,9,0.0723,-13.212,55,0.115,117.917,0.856,1976,car wash,23,70.0,180.0
0.535,firefall,0.753,164440,0.469,0.0,2,0.29,-11.64,53,0.0339,120.918,0.838,1976,you are the woman,22,70.0,165.0
0.835,rose royce,0.62,238200,0.179,0.03,0,0.0928,-19.981,52,0.0314,130.864,0.675,1976,i wanna get next to you,17,64.0,164.0
0.256,james taylor,0.787,178747,0.551,3.29e-06,11,0.11,-11.09,53,0.0302,116.023,0.8109999999999999,1976,mexico,8,36.0,93.0
0.652,electric light orchestra,0.388,303373,0.338,3.72e-06,10,0.248,-10.054,81,0.0328,177.78400000000005,0.477,1977,mr blue sky,12,40.0,118.0
0.015,heart,0.547,261933,0.691,0.105,4,0.144,-13.553,74,0.0369,137.148,0.667,1977,barracuda,20,67.0,162.0
0.112,commodores,0.589,256427,0.384,2.8000000000000013e-05,10,0.0596,-15.075,76,0.0332,132.909,0.354,1977,easy,22,67.0,175.0
0.711,jimmy buffett,0.8,250933,0.545,0.00191,2,0.104,-13.637,68,0.0357,124.943,0.861,1977,margaritaville,22,70.0,167.0
0.78,cheap trick,0.8059999999999999,191227,0.462,0.0134,2,0.15,-12.778,72,0.0298,92.726,0.736,1977,i want you to want me,19,73.0,169.0
0.3670000000000001,kansas,0.475,206267,0.322,0.00056,7,0.11,-10.687,77,0.0283,93.503,0.387,1977,dust in the wind,20,74.0,171.0
0.292,bill withers,0.69,254560,0.6509999999999999,0.00241,9,0.105,-8.267000000000001,75,0.0324,97.918,0.706,1977,lovely day,12,58.0,127.0
0.0694,supertramp,0.531,248173,0.818,0.0096,2,0.263,-5.358,75,0.0452,90.767,0.471,1977,give a little bit,18,64.0,155.0
0.0989,glen campbell,0.6970000000000001,180027,0.813,0.0232,11,0.583,-8.89,70,0.0315,95.301,0.85,1977,southern nights,21,71.0,180.0
0.0971,styx,0.29,367000,0.336,1.11e-06,0,0.0995,-15.593,66,0.0319,142.344,0.141,1977,come sail away,22,69.0,167.0
0.0987,foreigner,0.516,200573,0.486,1.48e-06,3,0.143,-11.81,69,0.0272,132.542,0.471,1977,cold as ice,21,74.0,171.0
0.159,billy joel,0.579,235560,0.872,0.0,0,0.0935,-6.126,66,0.159,76.214,0.7609999999999999,1977,only the good die young,13,55.0,138.0
0.649,eric clapton,0.5720000000000001,225027,0.214,0.129,7,0.125,-15.625,74,0.0293,95.542,0.485,1977,wonderful tonight,17,49.0,153.0
0.0056,eddie money,0.623,237093,0.68,0.000425,2,0.148,-13.255,66,0.0282,129.713,0.737,1977,two tickets to paradise,14,59.0,142.0
0.797,billy joel,0.292,201373,0.324,0.000473,3,0.12,-11.996,72,0.0346,176.63099999999997,0.384,1977,shes always a woman,15,62.0,151.0
0.363,peter gabriel,0.6829999999999999,261440,0.63,0.000873,11,0.314,-8.844,62,0.0296,102.457,0.481,1977,solsbury hill,8,19.0,58.0
0.0731,commodores,0.831,208893,0.782,0.0171,4,0.032,-10.48,65,0.0595,107.877,0.631,1977,brick house,16,75.0,173.0
0.173,abba,0.685,243933,0.685,0.0,11,0.201,-8.103,63,0.0254,106.987,0.925,1977,take a chance on me,18,81.0,176.0
0.703,billy joel,0.589,290573,0.453,2.54e-05,7,0.134,-8.912,69,0.0397,139.148,0.513,1977,just the way you are,27,67.0,176.0
0.214,meat loaf,0.326,508333,0.872,0.0,2,0.461,-7.602,67,0.122,173.38099999999997,0.4920000000000001,1977,paradise by the dashboard light,10,48.0,111.0
0.447,the emotions,0.784,220560,0.713,0.14,0,0.0904,-6.865,66,0.0339,115.443,0.97,1977,best of my love,23,80.0,180.0
0.0241,ram jam,0.465,238973,0.907,0.00118,11,0.13,-6.404,66,0.113,117.293,0.6809999999999999,1977,black betty,17,57.0,149.0
0.647,dolly parton,0.529,179491,0.511,0.00724,1,0.0391,-9.37,66,0.0418,106.491,0.5589999999999999,1977,here you come again,19,73.0,176.0
0.0608,steely dan,0.797,240293,0.5660000000000001,0.000362,7,0.14,-11.132,60,0.0321,116.976,0.939,1977,peg,19,63.0,162.0
0.168,the marshall tucker band,0.555,297973,0.797,0.00268,2,0.12,-7.484,60,0.0389,152.87,0.6829999999999999,1977,heard it in a love song,21,64.0,156.0
0.1369999999999999,james taylor,0.6829999999999999,165400,0.515,6.66e-06,1,0.0816,-10.932,62,0.0592,88.82700000000001,0.767,1977,your smiling face,17,55.0,145.0
0.0049,ted nugent,0.5489999999999999,219400,0.916,0.123,4,0.104,-4.185,60,0.034,127.131,0.632,1977,cat scratch fever,11,59.0,127.0
0.573,jimmy buffett,0.7190000000000001,197333,0.44,0.000291,2,0.0681,-15.11,59,0.0393,125.378,0.82,1977,changes in latitudes changes in attitudes,10,48.0,115.0
0.4370000000000001,steely dan,0.75,456640,0.58,0.000472,0,0.105,-12.475,58,0.0355,115.871,0.614,1977,deacon blues,16,64.0,147.0
0.465,billy joel,0.664,210760,0.88,1.63e-05,2,0.0591,-5.009,60,0.0326,133.898,0.895,1977,movin out anthonys song,14,63.0,151.0
0.0686,electric light orchestra,0.5479999999999999,229093,0.72,0.000232,1,0.107,-9.777,63,0.0409,140.966,0.458,1977,turn to stone,15,68.0,158.0
0.154,eddie money,0.642,210827,0.6409999999999999,1.23e-06,2,0.0475,-12.444,59,0.049,120.316,0.85,1977,baby hold on,20,60.0,162.0
0.158,jackson browne,0.62,351000,0.529,0.0,7,0.228,-7.976,60,0.0306,103.18,0.63,1977,the pretender,5,32.0,76.0
0.7390000000000001,linda ronstadt,0.732,239400,0.161,0.000379,11,0.105,-12.817,64,0.0306,95.21,0.5,1977,blue bayou,23,74.0,176.0
0.163,10cc,0.637,207573,0.528,0.0,1,0.122,-9.837,64,0.0394,106.949,0.7809999999999999,1977,the things we do for love,19,75.0,173.0
0.243,parliament,0.7020000000000001,346667,0.735,0.117,7,0.474,-10.458,62,0.0465,105.177,0.687,1977,flash light,16,66.0,153.0
0.115,rush,0.373,171960,0.809,2.13e-06,2,0.653,-9.189,59,0.0744,145.042,0.5379999999999999,1977,closer to the heart,11,21.0,56.0
0.6970000000000001,waylon jennings,0.6940000000000001,202027,0.46,0.00437,7,0.236,-9.863,58,0.0322,102.935,0.66,1977,luckenbach texas back to the basics of love,16,54.0,136.0
0.269,the brothers johnson,0.73,299067,0.622,0.00874,7,0.111,-11.7,62,0.0532,90.973,0.752,1977,strawberry letter 23,19,71.0,173.0
0.598,eric clapton,0.69,236093,0.5,0.0288,4,0.11,-16.145,60,0.0909,191.539,0.586,1977,lay down sally,23,79.0,176.0
0.159,billy joel,0.579,235560,0.872,0.0,0,0.0935,-6.126,57,0.159,76.214,0.7609999999999999,1977,only the good die young,13,55.0,138.0
0.385,meat loaf,0.586,324440,0.48,0.0,9,0.0947,-9.138,61,0.0243,79.873,0.488,1977,two out of three aint bad,23,63.0,162.0
0.1669999999999999,andy gibb,0.6509999999999999,225667,0.648,1.7e-05,9,0.192,-7.44,58,0.0346,97.017,0.868,1977,i just want to be your everything,31,79.0,180.0
0.118,eddie money,0.622,211467,0.845,0.0,1,0.0984,-5.984,55,0.0324,132.752,0.715,1977,take me home tonight,23,62.0,175.0
0.513,electric light orchestra,0.609,229867,0.611,0.0,0,0.093,-9.208,59,0.0298,121.836,0.916,1977,sweet talkin woman,16,69.0,151.0
0.274,the doobie brothers,0.6459999999999999,219573,0.623,0.0,8,0.086,-8.82,59,0.0337,120.651,0.978,1977,what a fool believes,20,76.0,180.0
